id,question_id,answer_id,answer_text
427,107,"C","Canal principal a estribor: Rojo con una banda ancha horizontal verde y con forma cilíndrica, de castillete o espeque."
428,107,"D","Canal principal a babor: Verde con una banda ancha horizontal amarilla y con forma cónica de castillete o espeque. Reglamento (RIPA)."
429,108,"A","Tres luces rojas todo horizonte en línea vertical, y una reproducción en material rígido, y de altura no inferior a un metro de la bandera -A- del Código Internacional de Señales."
430,108,"B","Tres luces rojas todo horizonte en línea vertical, y una reproducción en material rígido, y de altura no inferior a un metro de la bandera -B- del Código Internacional de Señales."
431,108,"C","Tres luces todo horizonte en línea vertical, la más alta y la más baja de esas luces serán rojas y la luz central será blanca, y una reproducción en material rígido, y de altura no inferior a un metro de la bandera -A- del Código Internacional de Señales."
432,108,"D","Dos luces rojas todo horizonte en línea vertical, y una reproducción en material rígido, y de altura no inferior a un metro de la bandera -A- del Código Internacional de Señales."
433,109,"A","Un buque sin gobierno; un buque con capacidad de maniobra restringida."
434,109,"B","Un buque sin gobierno; un buque con capacidad de maniobra restringida; un buque de vela."
435,109,"C","Un buque sin gobierno; un buque con capacidad de maniobra restringida; un buque de propulsión mecánica; un buque de vela."
436,109,"D","Un buque sin gobierno; un buque con capacidad de maniobra restringida; un buque de recreo."
437,110,"A","Dos luces amarillas todo horizonte en línea vertical, en el lugar más visible."
438,110,"B","Dos luces blancas todo horizonte en línea vertical, en el lugar más visible."
439,110,"C","Dos luces verdes todo horizonte en línea vertical, en el lugar más visible."
440,110,"D","Dos luces rojas todo horizonte en línea vertical, en el lugar más visible."
441,111,"A","Una luz roja en la banda de estribor y una luz verde en la banda de babor que muestran cada una su luz sin interrupción en todo un arco del horizonte de 67,5 grados."
442,111,"B","Una luz verde en la banda de estribor y una luz roja en la banda de babor que muestran cada una su luz sin interrupción en todo un arco del horizonte de 67,5 grados."
443,111,"C","Una luz verde en la banda de estribor y una luz roja en la banda de babor que muestran cada una su luz sin interrupción en todo un arco del horizonte de 112,5 grados."
444,111,"D","Una luz roja en la banda de estribor y una luz verde en la banda de babor que muestran cada una su luz sin interrupción en todo un arco del horizonte de 112,5 grados."
445,112,"A","Todo buque que tenga artes de pesca como redes, líneas aparejos de arrastre u otros artes que restrinjan su maniobrabilidad."
446,112,"B","Todo buque que tenga artes de pesca."
447,112,"C","Todo buque que esté pescando."
448,112,"D","Todo buque que esté pescando con artes de pesca que restrinjan su maniobrabilidad."
449,113,"A","Dos luces blancas todo horizonte adicionales en los puntos extremos de esa anchura o cerca de éstos."
450,113,"B","Dos luces blancas de centelleos adicionales en los puntos extremos de esa anchura o cerca de éstos."
451,113,"C","Dos luces rojas todo horizonte adicionales en los puntos extremos de esa anchura o cerca de éstos."
452,113,"D","Dos luces rojas de centelleos adicionales en los puntos extremos de esa anchura o cerca de éstos."
453,114,"A","Lo más lejos posible del límite exterior del paso o canal que quede por su costado de estribor, siempre que puedan hacerlo sin que entrañe peligro."
454,114,"B","Lo más cerca posible del límite exterior del paso o canal que quede por su costado de babor, siempre que puedan hacerlo sin que entrañe peligro."
455,114,"C","Lo más lejos posible del límite exterior del paso o canal que quede por su costado de babor, siempre que puedan hacerlo sin que entrañe peligro."
456,114,"D","Lo más cerca posible del límite exterior del paso o canal que quede por su costado de estribor, siempre que puedan hacerlo sin que entrañe peligro."
457,115,"A","Cuatro segundos."
458,115,"B","Un segundo."
459,115,"C","Ocho segundos."
460,115,"D","Seis segundos."
461,116,"A","Aumentar su velocidad y cambiar el rumbo a estribor."
462,116,"B","Reducir su velocidad, pero nunca suprimir la arrancada para permitir así la maniobrabilidad."
463,116,"C","Aumentar su velocidad y cambiar el rumbo a babor."
464,116,"D","Reducir su velocidad y, si fuera necesario, suprimir su arrancada."
465,117,"A","Evitará cortarle la popa."
466,117,"B","Actuará como buque que alcanza."
467,117,"C","Se mantendrá apartado de la derrota de este otro."
468,117,"D","Ejecutará la maniobra de caer a estribor. Maniobra y navegación."
469,118,"A","Amarrar por seno."
470,118,"B","Tomar vueltas."
471,118,"C","Hacer firme."
472,118,"D","Adujar."
473,119,"A","Abatimiento."
474,119,"B","Ángulo de corriente."
475,119,"C","Deriva."
476,119,"D","Ángulo de influencia. Emergencias en la mar."
477,120,"A","El 1 por ciento de la superficie corporal."
478,120,"B","El 2 por ciento de la superficie corporal."
479,120,"C","El 3 por ciento de la superficie corporal."
480,120,"D","El 4 por ciento de la superficie corporal."
481,121,"A","La distribución de los pesos a bordo, compensando en la medida de lo posible la escora."
482,121,"B","Verificar el correcto gobierno de la pala del timón."
483,121,"C","Determinar el estado de la quilla, y si procede llamar a un remolcador."
484,121,"D","Asegurarse que no se han producido vías de agua."
485,122,"A","La banda de sotavento."
486,122,"B","La banda de barlovento."
487,122,"C","La popa."
488,122,"D","El costado de babor. Meteorología"
489,123,"A","Sublimación."
490,123,"B","Congelación."
491,123,"C","Ebullición."
492,123,"D","Condensación."
493,124,"A","En una superficie dada."
494,124,"B","En la atmósfera."
495,124,"C","En una borrasca o anticiclón."
496,124,"D","En un volúmen dado."
497,125,"A","Las horas diurnas, al perder la tierra más calor que la mar, generandose una alta presión relativa sobre la tierra lo que provocará que la brisa se dirija hacia la tierra."
498,125,"B","Las horas nocturnas, al ganar la tierra más calor que la mar, generandose una alta presión relativa sobre la tierra lo que provocará que la brisa se dirija hacia la tierra."
499,125,"C","Las horas nocturnas, al perder la tierra más calor que la mar, generandose una baja presión relativa sobre la tierra lo que provocará que la brisa se dirija hacia la tierra."
500,125,"D","Las horas diurnas, al ganar la tierra más calor que la mar, generandose una baja presión relativa sobre la tierra lo que provocará que la brisa se dirija hacia la tierra."
501,126,"A","Hay un viento real de proa de 4 nudos de intensidad."
502,126,"B","El viento real ha cesado."
503,126,"C","Hay un viento real de popa de 4 nudos de intensidad."
504,126,"D","Mientras que la embarcación tenga velocidad positiva siempre habra viento aparente. Teoría de la navegación."
505,127,"A","Son las millas que nuestro barco se separa del rumbo establecido por los efectos de viento y la corriente."
506,127,"B","Es el ángulo que forma el Norte de aguja de a bordo y el meridiano magnético y es positivo si el Norte de aguja queda a la izquierda del Norte magnético."
507,127,"C","Es el ángulo que forma el Norte de aguja de a bordo y el meridiano magnético. Se le designa con la letra griega (delta)."
508,127,"D","Es el ángulo que forma el Norte de aguja de a bordo y el meridiano magnético y es positivo si el Norte de aguja queda al Oeste del Norte magnético."
509,128,"A","Para medir profundidad."
510,128,"B","Para medir el tiempo."
511,128,"C","Para medir un ángulo."
512,128,"D","Para medir la distancia (o la velocidad) en una embarcación."
513,129,"A","Desvío."
514,129,"B","Correción Total."
515,129,"C","Declinación Magnética."
516,129,"D","Codeclinación."
517,130,"A","En cuadrantales, el tercer cuadrantal va de 180º a 270º."
518,130,"B","En circulares, el rumbo se lee en sentido contrario a las agujas del reloj de 0 a 365º."
519,130,"C","En circulares, los rumbos van de 0º a 180º al E (+) y al W (-)."
520,130,"D","En cuadrantales, una cuarta equivale a 15º. En el cuarteo de la Rosa, el SW equivale al 135º en circular."
521,131,"A","El Trópico de Cáncer se encuentra al sur del Ecuador."
522,131,"B","Son círculos menores paralelos al Ecuador."
523,131,"C","Sobre éstos, y a partir del ecuador o paralelo 0, se mide la latitud."
524,131,"D","Se forman por la intersección del geoide terrestre con un plano imaginario perpendicular al eje de rotación de la Tierra. Carta de navegación."
525,132,"A","312º"
526,132,"B","131,5º"
527,132,"C","124,5º"
528,132,"D","138,5º"
529,133,"A","l: 35º 59.8´N L: 006º 33´W"
530,133,"B","l: 36º 02´N L: 005º 27´W"
531,133,"C","l: 36º 02,2´N L: 006º 27´W"
532,133,"D","l: 36º 00,2´N L: 005º 27´W"
533,134,"A","6,85 m."
534,134,"B","5,45 m."
535,134,"C","8,25 m."
536,134,"D","9,65 m."
537,135,"A","l= 35º55,0’ N; L= 005º52,1’ W"
538,135,"B","l= 35º54,5’ N; L= 005º50,0’ W"
539,135,"C","l= 35º54,0’ N; L= 005º51,4’ W"
540,135,"D","l= 35º55,1’ N; L= 005º52,7’ W"
541,136,"A","Es la semisuma del francobordo y del calado de la embarcación."
542,136,"B","Es la distancia vertical desde la cara superior de la cubierta principal hasta la línea de flotación."
543,136,"C","Es la distancia vertical contada desde la quilla hasta la cubierta corrida más alta."
544,136,"D","Es la suma del calado en el medio más el asiento."
545,137,"A","De forma general una embarcación adrizada tendrá una escora nula."
546,137,"B","De forma general una embarcación estará adrizada si el calado de proa es igual al calado a popa."
547,137,"C","El costado de barlovento de una embarcación es aquel por donde viene el viento."
548,137,"D","De forma general, una embarcación escorada a babor tendrá menor francobordo en ese costado."
549,138,"A","Orificio por donde la mecha, o el eje del timón, atraviesa el casco."
550,138,"B","Orificio por donde el eje de la hélice atraviesa el casco."
551,138,"C","Orificio por donde el ancla atraviesa el casco."
552,138,"D","Orificio por donde un grifo de fondo atraviesa el casco."
553,139,"A","La banda contraria a la que recibimos el viento."
554,139,"B","El velamen necesario para tener una arrancada que permita maniobrabilidad."
555,139,"C","El ángulo que forma la línea proa-popa de nuestra embarcación con el ángulo de incidencia del viento."
556,139,"D","La banda por la que recibimos el viento. Elementos de amarre y fondeo."
557,140,"A","Encapillar un cabo a un noray."
558,140,"B","Unir dos cabos de la misma mena."
559,140,"C","Afirmar el cabo de fondeo al ancla."
560,140,"D","Afirmar un cabo a una bita."
561,141,"A","En la maniobra de fondeo hay que elegir el fondeadero y su tenedero en función, entre otros aspectos, de la sonda y naturaleza del fondo."
562,141,"B","Se dice que un barco que está fondeado garrea, cuando el ancla no ha agarrado bien al fondo, se desliza y el barco se desplaza."
563,141,"C","Se denomina fondeo a la gira, a la maniobra de fondeo realizada con tres anclas: proa, popa babor y popa estribor."
564,141,"D","Al cabo que se amarra por un chicote a una boya y por el otro al ancla, con objeto de marcar la ubicación de ésta y facilitar su labor de recuperación, se le denomina orinque. Seguridad."
565,142,"A","Estar en cubierta, fuera de su embalaje y listas para su uso en caso de emergencia."
566,142,"B","Mantenerse dentro de su embalaje, salvo en las comprobaciones periódicas de funcionamiento."
567,142,"C","Guardarse en lugar húmedo para evitar su encendido accidental y llevar siempre impresas sus instrucciones de uso."
568,142,"D","Guardarse en un recipiente completamente estanco, fácilmente accesible y llevar siempre impresas sus instrucciones de uso."
569,143,"A","Tratar de presentar la amura a la mar logrando así un movimiento de deriva lenta y controlada."
570,143,"B","Sacar la embarcación a tierra y dejarla en seco para el mantenimiento de la obra viva."
571,143,"C","Cerrar o recoger una vela, tirando de los cabos dispuestos a este objeto."
572,143,"D","Quedar inutilizado un puerto o fondeadero por arrastre de tierra o arena."
573,144,"A","Nada, podríamos dañar al náufrago."
574,144,"B","Únicamente un aro salvavidas."
575,144,"C","Todos los objetos flotantes que encuentre, tales como defensas, chalecos, etc."
576,144,"D","Ninguna, el Convenio MARPOL sobre contaminación en la mar lo prohíbe."
577,145,"A","Radiogoniómetro."
578,145,"B","Corredera."
579,145,"C","Reflector radar."
580,145,"D","Espejo de señales. Legislación."
581,146,"A","No se puede fondear."
582,146,"B","Se puede fondear, pero no se puede navegar."
583,146,"C","Se puede navegar a una velocidad no superior a tres nudos."
584,146,"D","No hay limitaciones, siempre que se adopten las precauciones necesarias para evitar riesgo a la seguridad de la vida humana en la mar."
585,147,"A","Navegarán a una velocidad de seguridad, que según la Regla 6 del RIPA se estima en 3 nudos."
